id,pos,flr,flg,eg,er,fg,op
843,622,1300,758,0.102,3.2735,5.23256,7.5
844,140,623,578,0.512,16.4348,1.19251,21.3287
845,96,660,1600,0.567,18.1996,0.590369,34.9398
846,66,235,340,0.2868,9.20696,2.24823,49.7076
847,198,3200,632,0.4196,7.55208,0.7192,98.0523
848,40,417,363,0.7002,22.4753,-0.877046,69.3446
849,72,87,234,0.2646,8.49298,0.8268,58.6207
850,153,970,714,0.2643,8.48306,0.0362476,39.7924
851,18,169,342,0.3372,10.8249,1.14351,66.4384
852,147,602,588,0.7187,23.0712,1.33136,39.8568
853,21,124,95,1.0,38.8441,-0.145455,97.2119
854,29,431,2400,0.1056,3.39005,5.36298,44.4444
855,567,2700,7400,0.0073,0.131687,0.666963,0.0
856,88,1500,1000,0.1943,6.23636,1.2843,32.3232
857,396,944,1700,0.3931,12.6177,1.21911,35.4762
858,201,771,800,0.1491,4.78455,0.439958,37.8238
859,11,973,6200,0.2713,8.70784,0.418076,83.1967
860,274,2300,7400,0.0233,0.42029,-0.753012,78.8462
861,301,1300,7500,0.0671,2.15385,-1.2987,58.9474
862,12,356,1100,0.2647,8.49719,0.103348,57.1429
863,3,77,552,0.7417,23.8095,-1.10197,42.8571
864,779,1000,7500,0.0216,0.694444,1.2124,40.7407
865,129,15200,1000,0.243,2.62406,-0.116023,40.8397
866,102,1100,1200,0.5961,19.1364,1.82927,0.0
867,63,1200,2700,0.5131,16.4706,0.8388,28.8848
868,27,47,19,0.545,17.4941,-0.363372,55.5556
869,425,2100,776,0.6098,10.9769,0.909091,47.2792
870,55,149,134,0.5004,16.0626,-0.3524,35.1064
871,141,1600,2500,0.403,12.9375,5.98802,49.7354
872,153,785,7456,0.1343,4.30998,-0.0451,72.9064
873,14,474,724,0.6525,20.9464,0.115808,50.2703
874,26,417,615,0.6562,21.0631,0.94697,27.3356
875,11,504,1100,0.7761,24.9118,1.52493,0.0
876,64,779,893,0.8026,25.7622,3.02982,34.2995
877,41,162,322,0.3312,10.631,-0.110873,44.8276
878,307,247,236,0.5641,18.1062,0.601308,22.3022
879,375,321,939,0.7252,23.278,-0.333611,73.8872
880,157,1700,997,0.1663,5.33725,10.0,37.6667
881,8,805,7400,0.8799,28.2453,-1.06326,93.3679
882,420,1400,3300,0.4084,13.1111,0.502,56.8123
883,42,664,2400,0.6743,21.6437,0.685358,69.8864
884,34,314,298,0.625,20.0637,0.234604,35.9833
885,6,24,33,0.3245,10.4167,1.61377,42.8571
886,20,336,375,0.7129,22.8836,1.4923,43.3213
887,54,281,188,0.4813,15.449,-2.16346,41.2162
888,157,695,381,0.9047,29.0394,10.0,58.7131
889,7,662,472,0.8674,27.8449,5.34034,74.9627
890,7,684,433,0.6279,20.1546,0.297177,64.9547
891,7,341,341,1.0,48.6804,1.43843,73.4118
892,10,240,155,0.8956,28.75,2.20901,60.0
893,19,491,286,0.8214,26.3655,1.36094,59.2233
894,88,972,760,0.48,15.4092,2.69993,46.3977
895,31,227,303,0.7197,23.1033,0.326131,62.8571
896,6,167,172,0.5037,16.1677,3.05149,44.0
897,35,239,422,0.512,16.4342,1.47195,61.6766
898,70,2200,757,0.4501,8.10101,1.0808,55.6835
899,59,474,1000,0.5364,17.2175,1.93072,25.6098
900,9,842,5600,0.224,7.19187,-0.581637,70.6731
901,74,602,1100,0.5318,17.0717,1.12233,44.1352
902,93,1200,711,0.1786,5.73333,0.8659,22.6148
903,32,346,687,1.0,39.7144,-0.152592,66.0241
904,37,1000,417,0.8273,26.5556,1.38547,0.0
905,21,1600,902,0.7145,22.934,1.4494,83.7462
906,35,1100,2900,0.1691,5.42857,1.0037,30.6773
907,13,1300,950,0.5315,17.0598,1.0233,46.9745
908,118,1400,3700,0.2478,7.95536,1.2385,0.0
909,11,662,4000,0.2405,7.72071,1.34234,71.2195
910,425,3500,7500,0.0966,1.73928,4.41176,40.0
911,1100,828,3500,0.024,0.771605,-1.24006,67.2727
912,55,1100,3000,0.4059,13.0303,1.97587,49.8715
913,123,3200,6100,0.6219,11.1944,1.88088,50.5281
914,47,846,1406,0.4716,15.1379,0.2616,37.5
915,20,240,918,0.2235,7.17593,0.0761,78.1022
916,26,1100,3500,0.3227,10.3576,3.71988,53.0612
917,86,951,7499,0.4794,15.3873,0.0383,49.7758
918,52,729,2400,0.6465,20.7514,0.259159,0.0
919,6,545,225,0.8037,25.7982,0.924556,47.4576
920,80,851,6400,0.0579,1.85754,10.0,69.9248
921,79,3100,4700,0.013,0.234767,-1.12931,89.1892
922,49,140,116,1.0,42.8175,-2.77864,75.6
923,18,291,490,0.7681,24.6564,3.4929,42.6829
924,32,346,720,0.4187,13.4393,8.9594,64.1148
925,8,1300,2500,0.2945,9.45192,-1.40056,54.5232
926,12,1900,1600,0.5063,16.2515,-4.03226,0.0
927,56,1200,3400,0.3619,11.6167,1.77096,0.0
928,40,1200,2900,0.255,8.18519,7.4418,0.0
929,10,80,11,0.4186,13.4375,1.4142,9.0909
930,8,49,42,0.7073,22.7041,1.59681,32.0
931,30,134,150,0.31,9.95025,0.857469,56.5217
932,545,1100,595,0.0653,2.09596,4.48407,19.6581
933,109,366,1100,0.0298,0.956284,10.0,25.9259
934,2,24,83,0.3245,10.4167,1.64294,50.0
935,241,4000,5900,0.1509,2.71667,1.42248,11.6223
936,10,294,445,0.4168,13.3787,7.97307,67.8322
937,11,42,11,0.6676,21.4286,1.0253,63.8889
938,112,625,2275,0.1714,5.50222,0.4092,45.5357
939,92,241,227,0.1293,4.14938,4.30062,55.9322
940,138,1300,328,0.3129,10.0433,1.46199,34.0237
941,5,222,1500,1.0,50.0,0.777672,84.9785
942,96,372,934,0.5809,18.6482,-0.191107,83.4963
943,180,1400,3200,0.3496,11.2206,1.39018,34.0589
944,9,603,7500,1.0,50.0,0.814349,98.2548
945,6,153,532,1.0,35.9477,3.69984,64.8438
946,157,1700,5900,0.1088,3.49346,10.0,60.4878
947,7,341,2200,0.1527,4.90154,-0.158562,69.863
948,228,1400,1500,0.2218,7.11905,0.6838,0.0
949,17,1700,3700,0.0503,1.61397,0.8645,73.4043
950,16,442,3400,0.7889,25.3243,0.779221,92.5878
951,2,176,371,1.0,36.3636,0.904159,23.5294
952,46,417,7500,0.6234,20.0107,4.42478,92.635
953,802,3400,996,0.2719,4.89379,-0.545951,58.6577
954,8,604,566,0.2672,8.57616,1.24275,50.3546
955,15,484,900,0.7908,25.3857,-0.523139,93.8931
956,51,2200,1300,0.5995,10.7914,0.7738,63.0062
957,42,624,703,0.7139,22.9167,1.11317,22.2857
958,72,1400,942,0.6919,22.2103,7.14286,65.1478
959,29,254,836,0.3925,12.5984,-0.424729,55.4913
960,491,1200,761,0.2173,6.97685,1.61377,28.5714
961,129,587,1900,0.1465,4.70376,0.219436,67.3913
962,13,172,948,0.2605,8.36315,-0.418293,93.4066
963,78,347,261,0.4818,15.4659,2.30224,62.9758
964,43,1400,1400,0.0073,0.234127,-1.18343,31.8182
965,95,637,2500,0.2883,9.25344,-0.388651,90.2748
966,104,1600,853,0.4448,14.2794,0.729,82.7011
967,47,515,429,0.499,16.0194,1.45728,0.0
968,46,14100,874,0.8419,9.09299,-0.374251,0.0
969,66,99,258,0.3357,10.7744,-0.863657,51.0638
970,28,860,2700,0.2276,7.3062,0.149206,57.0492
971,41,858,793,0.7328,23.5237,3.62301,35.7027
972,219,686,810,0.4032,12.9414,1.18577,48.6869
973,122,194,243,0.4086,13.1157,0.569909,32.4074
974,9,99,78,0.5389,17.298,0.18666,75.8065
975,57,983,688,0.5495,17.6387,0.786586,19.1781
976,415,865,2400,0.1288,4.13543,0.432963,47.861
977,30,5100,480,0.5115,7.51852,-0.69029,89.3905
978,33,320,1300,0.1323,4.24632,10.0,86.9159
979,124,854,652,0.5506,17.675,0.53219,37.2807
980,18,501,7400,0.2971,9.53648,-0.755659,85.9016
981,19,1000,4900,0.0897,2.87778,-1.6331,91.3462
982,244,2300,3000,0.0329,0.591788,0.6835,28.9855
983,442,1100,7300,0.0692,2.22222,0.8263,64.8485
984,50,385,2300,0.1636,5.25253,10.0,56.3492
985,805,6900,6200,0.1586,2.33078,-0.26455,85.6775
986,651,686,4000,0.0207,0.664075,10.0,40.0
987,1600,9900,5200,0.0145,0.213805,-1.72018,42.5
988,2,321,415,0.3203,10.2804,3.25591,13.0435
989,2100,690,1200,0.0216,0.692431,0.0257641,33.3333
990,704,274,876,0.0809,2.59529,1.37981,36.7347
991,13,191,854,0.2986,9.58518,0.975998,75.3623
992,3,29,146,1.0,50.0,-0.657895,96.5517
993,65,341,723,0.1705,5.4741,1.75406,19.7917
994,36,52,348,0.193,6.19658,5.29412,93.3333
995,8,613,4000,0.4021,12.9078,-0.175176,84.0
996,4,8000,557,1.0,50.0,-0.440788,97.6305
997,4,1100,413,0.9601,30.8182,0.515,34.5
998,2,407,266,0.4631,14.8649,0.267189,25.0
999,88,7400,319,0.682,10.0248,-0.243902,58.6942
1000,41,145,224,0.1289,4.13793,2.11069,19.4444
