id,pos,flr,flg,eg,er,fg,op
2447,844,12900,5800,0.0276,0.297588,2.81206,14.2857
2448,51,647,689,0.2549,8.18306,0.113796,0.0
2449,1700,2100,1400,0.3723,6.70115,1.1078,20.3098
2450,4,333,875,0.7422,23.8238,0.972243,32.1168
2451,381,1500,1100,0.2916,9.36111,1.38249,38.3701
2452,1900,30600,7500,0.2756,2.56293,0.70355,39.9249
2453,375,974,1700,0.3522,11.3054,1.58566,30.0448
2454,25,189,375,0.5851,18.7831,2.05702,64.6154
2455,11,465,654,0.9915,31.828,1.83872,30.3406
2456,27,303,1100,0.437,14.0264,5.30696,0.0
2457,29,2400,2681,0.7,12.5994,0.781,56.513
2458,36,4100,7334,0.6388,11.4978,0.9212,0.0
2459,195,9600,5694,0.161,2.3669,1.1905,61.1111
2460,27,488,429,0.6277,20.1503,-3.6839,78.8991
2461,63,778,510,0.3377,10.8398,2.93677,32.7273
2462,77,1100,1900,0.4454,14.298,1.90428,48.5493
2463,401,1100,1000,0.236,7.57576,1.4329,0.0
2464,101,1900,5300,0.0961,3.0848,-0.914634,84.7917
2465,93,956,1000,0.401,12.8726,0.851159,34.1304
2466,300,1400,545,0.1632,5.2395,0.511,49.4152
2467,118,858,1100,0.3536,11.3507,-0.0209128,35.3698
2468,202,23100,286,0.124,1.33959,-0.0769704,0.0
2469,207,1800,4300,0.0754,2.41975,0.5319,31.4815
2470,88,1600,7500,0.0591,1.89583,1.4449,28.2895
2471,185,1100,1649,0.2898,9.30303,1.7751,39.0625
2472,429,1300,2700,0.3218,10.3297,1.1424,28.8546
2473,84,2200,7500,0.2038,3.66919,0.868,65.0485
2474,138,260,44,0.1058,3.39744,10.0,22.5
2475,1200,1100,748,0.225,7.22222,1.74419,0.0
2476,386,695,7500,0.1126,3.61311,-0.734544,66.8712
2477,179,112,362,0.1947,6.25,-0.604961,13.7931
2478,16,202,156,0.1465,4.70297,3.57194,55.5556
2479,975,912,529,0.2454,7.87646,0.0791369,13.4831
2480,324,666,1000,0.1047,3.36169,0.953647,35.8491
2481,25,669,992,0.5725,18.3763,1.24891,39.8892
2482,48,704,711,0.6173,19.8153,2.09077,41.7526
2483,3400,24400,4000,0.0293,0.316029,0.512183,36.0
2484,44,620,3800,0.3981,12.7778,-0.516095,87.6126
2485,769,1500,1400,0.1261,4.04815,0.8583,21.0843
2486,648,1500,756,0.1251,4.01481,0.9697,27.2494
2487,1,217,584,0.7178,23.0415,0.883704,92.0
2488,189,4800,5200,0.0263,0.473379,0.5724,77.5641
2489,213,567,1300,0.4493,14.4229,0.1284,9.4915
2490,51,1500,5405,0.0644,2.06667,1.3397,0.0
2491,503,1100,1400,0.3422,10.9849,1.76471,13.5255
2492,15,325,1400,0.3251,10.4359,0.226565,74.5946
2493,829,445,866,0.4138,13.2834,0.6027,26.383
2494,31,1100,1100,0.135,4.33333,0.7868,18.2171
2495,287,477,1800,0.4372,14.0345,-0.152122,55.4318
2496,3400,8900,2200,0.0109,0.1598,-0.394815,40.7407
2497,279,2400,4000,0.067,1.20602,-0.736196,70.2586
2498,174,2800,7200,0.0202,0.363095,0.8083,83.4862
2499,1900,3500,111,0.0215,0.387302,1.4479,56.8182
2500,9,193,466,0.2009,6.4479,10.0,41.6667
2501,190,449,1600,0.2436,7.81985,-0.120676,47.0899
2502,933,4400,1100,0.0842,1.51641,0.412825,21.6606
2503,351,2900,1000,0.6205,11.1686,0.7448,13.9834
2504,273,1100,968,0.4593,14.7433,1.0153,0.0
2505,665,595,600,0.4119,13.2213,0.67335,0.0
2506,1500,1200,1200,0.1704,5.46875,1.73712,14.9826
2507,507,747,1500,0.3276,10.5161,0.426386,24.0
2508,18,262,1100,0.1823,5.85242,0.280191,57.5472
2509,274,593,789,0.2098,6.73599,0.426699,46.1988
2510,7,316,497,0.9436,30.2893,0.90307,63.0769
2511,12,756,2800,0.8571,27.5132,1.44831,0.0
2512,2,1300,1289,0.3798,12.1923,1.2634,50.0
2513,35,981,2300,0.2715,8.7156,2.53405,40.4706
2514,2,754,746,0.6735,21.618,3.57919,47.9167
2515,3,542,692,1.0,33.6716,2.39067,0.0
2516,13,684,1400,0.4714,15.1316,4.42975,50.1548
2517,33,1700,975,0.5234,16.8015,7.44048,50.2547
2518,1,291,228,1.0,50.0,0.0616,0.0
2519,26,163,142,0.6636,21.302,1.56627,34.9593
2520,15,344,865,0.6137,19.7004,1.68106,60.6897
2521,7,381,450,1.0,39.0026,1.71375,88.1423
2522,10,297,1100,0.6107,19.6034,-0.421213,80.9322
2523,8,1300,1700,1.0,40.7692,1.47929,91.6667
2524,4,402,589,0.5502,17.6617,1.25313,80.9211
2525,32,547,1800,0.4602,14.7738,2.96344,46.3768
2526,71,37300,986,0.1471,1.3684,-0.0963855,70.4831
2527,24,342,1400,0.3831,12.2969,0.0539733,95.7447
2528,31,5400,2370,1.0,29.284,0.6699,63.5262
2529,96,411,1700,0.0737,2.3655,7.14946,55.5556
2530,58,970,1600,0.1959,6.28866,0.523757,30.6709
2531,5,132,403,1.0,36.5152,0.575153,41.7582
2532,458,538,2200,0.0685,2.1995,-0.812286,31.25
2533,15,1700,7300,0.1228,3.94118,3.8961,62.5
2534,2,59,97,0.2904,9.32203,7.79333,57.1429
2535,53,355,736,0.1497,4.80438,2.06542,73.7226
2536,134,227,856,0.064,2.0558,0.1597,46.875
2537,58,187,995,0.2925,9.388,-0.980392,63.0435
2538,5,193,409,0.778,24.9741,0.0925,45.1923
2539,30,1100,718,0.2909,9.33838,-1.52439,49.8084
2540,160,404,386,0.3903,12.5275,0.973319,50.6803
2541,283,1100,1300,0.1223,3.92424,2.14823,0.0
2542,97,729,1000,0.5769,18.5185,3.3101,25.6545
2543,3,228,540,1.0,39.4737,0.503609,61.3636
2544,76,626,634,0.4609,14.7941,1.68011,34.6939
2545,75,213,613,0.3721,11.9457,0.280112,43.6975
2546,11,354,601,0.6996,22.4576,4.48143,39.5238
2547,69,554,557,0.6139,19.7052,1.37688,0.0
2548,139,167,465,0.4923,15.8017,2.02381,60.1266
2549,74,600,662,0.4598,14.7593,-0.529568,38.9881
2550,63,839,1300,0.5961,19.1339,1.76482,31.0204
2551,379,1300,343,0.5526,17.7393,1.59236,67.4058
2552,7,269,597,1.0,35.8736,0.982863,72.4891
2553,30,725,2200,0.3769,12.0996,1.72761,47.3684
2554,15,1400,7000,0.1537,4.93333,-2.21894,88.2353
2555,85,3200,7500,0.0165,0.296875,-0.571755,32.2034
2556,15,218,965,0.4363,14.0061,-0.0835282,83.2402
2557,20,885,5700,0.1228,3.94225,-0.626881,79.5122
2558,65,500,4500,0.0111,0.355556,0.32928,42.8571
2559,38,2600,3400,0.2739,4.92949,-0.677507,81.4123
2560,593,2800,7300,0.0194,0.349206,2.13018,77.6119
2561,188,1100,7500,0.0428,1.37374,-1.58228,66.6667
2562,131,798,754,0.4583,14.7104,0.0686106,0.0
2563,47,1200,590,0.2784,8.93518,1.192,25.6705
2564,471,4100,264,0.4992,8.98645,-0.430293,96.875
2565,9,1400,7500,0.1033,3.31746,1.4518,91.1765
2566,136,2800,7500,0.0229,0.412698,1.2028,50.495
2567,15,357,737,1.0,33.3118,1.08562,71.371
2568,6,112,146,0.8623,27.6786,1.1976,41.791
2569,21,335,282,0.5566,17.8678,5.63579,37.2549
2570,197,1400,832,0.3192,10.2476,6.93642,0.0
2571,44,350,381,0.8052,25.8476,1.40713,35.2273
2572,6,118,1500,1.0,34.887,0.1554,85.7143
2573,9,1100,1100,0.8032,25.7841,1.86335,28.0387
2574,12,181,241,1.0,41.7588,0.557041,61.0909
2575,4,2000,3100,1.0,50.0,1.2807,89.5826
2576,112,509,578,0.866,27.7996,1.26338,22.1557
2577,46,130,64,1.0,33.6095,-0.264271,59.5745
2578,108,117,404,0.5281,16.9516,-0.590319,77.9874
2579,185,345,1200,0.5348,17.1659,0.156642,53.8136
2580,138,897,2600,0.5447,17.4842,1.1891,51.2953
2581,12,403,180,0.6098,19.5754,0.0906824,41.791
2582,234,339,1700,0.3063,9.83285,0.729463,83.2061
2583,40,398,1300,0.5997,19.249,0.60957,0.0
2584,68,755,2700,0.4543,14.5843,-1.08871,91.8641
2585,526,838,2000,0.0816,2.61867,10.0,55.1282
2586,57,1100,7500,0.082,2.63131,0.5314,49.0196
2587,11,224,377,0.2851,9.15178,4.05077,29.5775
2588,51,517,968,0.7055,22.6467,0.2135,26.7081
2589,3,303,2400,0.7677,24.6425,2.84091,59.0551
2590,17,523,560,0.5885,18.891,2.33486,53.3875
2591,4,148,1300,1.0,50.0,0.252122,85.2713
2592,8,330,1400,0.8339,26.7677,4.26887,0.0
2593,138,1100,888,0.7165,23.0,0.8571,19.3548
2594,16,278,413,0.4237,13.6016,1.88734,50.5952
2595,54,511,427,0.7742,24.8532,0.663839,27.8409
2596,23,128,423,0.6178,19.8317,2.76783,0.0
2597,37,427,967,0.2874,9.22456,10.0,74.7634
2598,29,286,253,0.711,22.8244,6.23133,54.6559
2599,7,309,289,0.6392,20.5178,5.09924,25.1908
2600,404,1800,1600,0.099,3.17901,10.0,17.284
2601,3,151,221,1.0,41.9426,2.60131,35.7143
2602,85,323,1800,0.463,14.8607,-0.222408,76.8683
2603,879,304,556,0.3317,10.6485,-0.0596,52.193
2604,190,6300,1300,0.1177,1.73016,-0.566305,75.5269
2605,1,173,297,1.0,50.0,-1.37044,58.1967
2606,2,143,208,0.6862,22.028,0.126508,28.2051
2607,2,50,46,0.1869,6.0,0.5132,33.3333
2608,4,365,2100,0.7639,24.5206,-0.212551,83.7838
2609,15,223,329,1.0,32.8102,9.15825,58.9888
2610,12,1000,797,0.447,14.35,-1.6331,29.8319
2611,6,661,398,0.9764,31.3414,0.680903,29.6104
2612,32,335,625,0.6747,21.6584,0.388027,35.9712
2613,285,596,928,0.2852,9.15362,2.12295,32.6087
2614,38,711,1000,0.8011,25.715,1.34578,37.8092
2615,7,374,4058,0.2957,9.49198,0.0482,44.1176
2616,63,856,128,0.2704,8.68137,10.0,85.1613
2617,13,555,577,0.7108,22.8174,1.95853,46.1039
2618,12,318,329,0.9167,29.425,1.86874,46.5347
2619,3,257,527,1.0,44.9416,2.20694,0.0
2620,7,357,295,0.5759,18.4874,3.04588,53.7931
2621,1,45,49,1.0,40.0,1.77384,50.0
2622,8,232,594,1.0,50.0,10.0,41.8719
2623,46,850,830,0.3862,12.3982,1.16762,38.8704
2624,177,632,1000,0.7665,24.6044,-0.0283793,23.7864
2625,42,823,1600,0.6433,20.6494,0.381177,20.0924
2626,280,860,1900,0.3109,9.98062,10.0,25.6484
2627,23,809,627,0.8635,27.7176,0.226186,29.908
2628,47,1100,849,0.4657,14.9495,1.81818,34.8214
2629,197,768,4000,0.2483,7.97164,1.40449,53.2738
2630,78,1500,895,0.746,23.9451,4.46429,36.3636
2631,17,559,628,0.9603,30.8243,1.69759,18.6441
2632,88,1200,944,0.8681,27.8657,0.7062,73.9805
2633,189,1600,969,0.6276,20.1458,0.8136,67.3117
2634,6,673,349,1.0,33.5562,0.755343,35.3066
2635,24,303,498,0.4381,14.0631,0.493066,31.4917
2636,123,1600,975,0.617,19.8042,1.3773,53.2635
2637,32,1200,944,0.6953,22.3195,1.66297,0.0
2638,31,1300,861,0.7606,24.4145,1.5528,37.7694
2639,7,521,751,0.8585,27.5569,0.498517,26.6667
2640,194,842,871,0.601,19.2927,0.681599,26.4368
2641,141,626,1800,0.569,18.2641,1.59702,23.6769
2642,1,159,906,1.0,38.9937,0.249781,79.6296
2643,44,414,740,0.9335,29.9651,0.538723,22.0065
2644,73,279,1100,0.4144,13.3015,0.501337,40.2597
2645,565,497,469,0.4381,14.0622,-0.310619,39.2982
2646,4,209,459,0.9502,30.5024,-0.554443,25.8929
2647,20,1600,165,0.3074,9.86719,1.1021,94.9631
2648,66,611,1100,0.8784,28.196,2.49867,51.7382
2649,41,478,423,0.4471,14.3515,2.12404,0.0
2650,50,98,1200,1.0,34.4104,2.71821,93.311
2651,122,7000,7200,0.0653,0.960317,-0.800569,90.8546
2652,90,269,2600,0.4098,13.1557,1.92077,83.959
2653,1,186,535,1.0,37.0968,1.13597,59.375
2654,35,962,2600,0.1045,3.35528,3.27921,70.2439
2655,80,699,1200,0.3882,12.4622,0.867036,58.4615
2656,43,519,330,0.7166,23.0036,-0.272699,29.8013
2657,66,439,233,0.2515,8.0739,3.56167,36.9863
2658,192,983,849,0.4583,14.7112,1.06599,29.4498
2659,6,373,274,0.8486,27.2386,2.25363,0.0
2660,3,91,183,0.4279,13.7363,-0.391007,63.6364
2661,6,293,1100,0.645,20.7053,2.72879,66.1692
2662,10,387,962,0.6037,19.3799,7.8827,37.8151
2663,1,361,790,1.0,50.0,7.56201,86.7089
2664,54,195,369,0.5689,18.2621,0.478469,25.4237
2665,8,125,386,0.8816,28.3,0.757576,64.0351
2666,41,469,598,0.7428,23.8451,10.0,56.4748
2667,2,302,296,0.8717,27.9801,0.615208,49.6063
2668,83,656,569,0.5496,17.6406,2.4034,23.5988
2669,6,388,747,0.7162,22.9897,0.591017,0.0
2670,36,297,458,0.6034,19.3702,-0.0653709,37.5566
2671,77,1200,865,0.7632,24.5,0.7728,24.5575
2672,5,146,143,1.0,44.5205,0.704523,97.093
2673,4,157,397,0.9376,30.0956,1.49564,45.3125
2674,10,111,278,0.7402,23.7613,0.857633,52.439
2675,16,127,147,0.8553,27.4541,1.92051,0.0
2676,10,158,210,0.8675,27.8481,1.0982,47.5
2677,27,750,419,0.7696,24.7048,1.96106,23.5808
2678,114,1800,927,0.2849,9.14506,9.61539,43.9068
2679,1,106,168,1.0,42.4528,0.17316,68.9655
2680,4,111,206,1.0,43.4684,1.78934,30.7692
2681,122,620,1100,0.7157,22.9749,1.19437,26.2032
2682,7,131,187,0.8561,27.4809,10.0,75.7576
2683,7,236,364,0.6336,20.339,1.96329,67.2316
2684,16,266,561,0.6115,19.6294,1.24133,49.3023
2685,134,7400,498,0.6635,9.75406,10.0,43.2432
2686,129,920,3100,0.1181,3.79227,-0.558997,75.6598
2687,44,1000,3700,0.1067,3.425,1.84378,40.5594
2688,4,156,734,1.0,36.6987,1.48749,89.8734
2689,141,674,2100,0.2568,8.24266,0.588097,34.8837
2690,8,356,427,0.5309,17.0412,1.41743,77.8626
2691,20,483,499,0.6506,20.8834,1.20409,33.9744
2692,71,1600,1500,0.3572,11.4663,10.0,50.9317
2693,56,768,719,0.5843,18.7572,2.21358,0.0
2694,16,215,442,0.6218,19.9612,3.65932,43.3333
2695,6,337,1700,0.567,18.1998,5.23367,83.3333
2696,34,1700,975,0.753,24.1728,2.5974,66.5254
2697,88,1100,689,0.5955,19.1152,1.4534,0.0
2698,8,203,526,0.75,24.0764,0.491932,67.4556
2699,75,642,649,0.5473,17.5679,0.400021,30.3136
2700,82,635,634,0.6013,19.3012,2.12162,31.6092
2701,12,182,371,0.4201,13.4865,-0.29484,60.8696
2702,36,511,3000,0.5128,16.4601,-0.281968,83.3055
2703,1,1000,7000,1.0,50.0,1.3719,89.2644
2704,363,1800,932,0.2107,6.76235,0.7815,15.6489
2705,12,661,545,0.4336,13.9183,1.64311,27.6596
2706,9,1000,762,0.7212,23.15,1.0526,50.5618
2707,348,887,997,0.2115,6.78942,0.960075,23.1092
2708,738,901,1900,0.2075,6.65927,0.0600136,36.1314
2709,713,2000,1800,0.3283,10.5389,1.2539,68.3119
2710,110,1600,2500,0.279,8.95486,1.20482,64.8775
2711,577,1000,902,0.4798,15.4,1.2336,55.164
2712,162,433,2600,0.478,15.3451,-0.0416412,40.8696
2713,11,1500,7200,0.3524,11.3111,1.27551,58.2716
2714,356,503,573,0.5708,18.3234,0.107143,12.4481
2715,125,1100,1100,0.7266,23.3232,1.78571,31.3095
2716,22,608,610,0.6405,20.5592,5.23519,30.2594
2717,3,64,214,1.0,43.2292,0.905159,47.2222
2718,455,796,1200,0.337,10.818,0.256331,25.6484
2719,12,151,520,0.5302,17.0199,1.60865,57.3913
2720,196,772,829,0.682,21.8912,-0.193517,13.9535
2721,12,211,343,0.6707,21.5301,3.24992,51.145
2722,3,355,428,1.0,35.0704,3.83754,0.0
2723,20,275,355,0.7338,23.5556,-0.451322,62.013
2724,92,368,204,0.6453,20.7126,0.399202,0.0
2725,29,1200,1500,0.6412,20.5833,1.65289,35.5304
2726,37,390,404,0.507,16.2745,0.091,0.0
2727,12,506,509,0.9673,31.0496,0.831486,28.9231
2728,75,357,686,0.9361,30.0498,10.0,29.0984
2729,1100,1000,2700,0.108,3.46667,0.0177692,45.5696
2730,57,2500,991,0.4829,8.69231,3.36134,41.0587
2731,184,1300,6900,0.2948,9.46154,1.47929,36.2398
2732,29,1300,332,0.6561,21.0598,1.447,63.5315
2733,178,660,3900,0.3016,9.68013,2.08333,39.5833
2734,5,579,145,1.0,50.0,3.86852,100.0
2735,4,130,665,0.8148,26.1538,-0.988933,63.7681
2736,15,290,1100,0.7637,24.5141,2.77906,62.6556
2737,695,1500,67,0.3128,10.0407,1.4389,33.8192
2738,173,184,125,0.4778,15.3382,1.68067,70.8861
2739,477,1400,1300,0.4188,13.4429,1.37363,26.9461
2740,6,252,337,0.8674,27.8439,0.829876,36.7347
2741,18,492,153,0.4242,13.6179,-0.397614,23.4848
2742,2,294,592,0.8901,28.5714,-0.242581,22.6804
2743,248,975,1300,0.3048,9.78348,10.0,28.7037
2744,292,829,3000,0.1418,4.55033,-0.63886,41.629
2745,105,1700,383,0.5767,18.5131,1.12952,40.5594
2746,0,136,39,0.2202,7.06699,-5.0,56.5217
2747,2000,9200,3700,0.1748,2.57005,1.20984,18.1992
2748,35,1200,1402,0.3185,10.2244,1.6138,0.0
2749,729,4300,5700,0.1853,3.33488,1.78891,36.1775
2750,1200,4900,2800,0.2447,4.40476,0.365497,0.0
2751,772,4000,6500,0.3324,5.98382,0.945477,41.3423
2752,730,8800,351,0.1804,2.65152,0.619195,0.0
2753,781,4800,3067,0.641,11.5382,0.3799,35.8629
2754,1800,1300,3800,0.1568,5.03419,0.9022,40.4959
2755,8,217,955,0.2853,9.15899,-0.646465,70.8333
2756,425,7400,1300,0.4298,6.31757,0.759045,32.5199
2757,440,1100,613,0.3268,10.4899,1.3009,16.9492
2758,29,4500,3100,0.5644,10.1595,0.840572,45.0697
2759,82,1400,3000,0.1278,4.10317,0.8497,28.4314
2760,60,2000,2000,0.513,16.4667,2.03252,25.8306
2761,118,582,1800,0.0794,2.54868,-0.687046,43.3333
2762,36,2400,651,0.964,17.3529,0.5967,48.4901
2763,471,8800,7500,0.1486,2.18434,0.410397,0.0
2764,450,3400,5600,0.3559,6.40658,1.12952,51.4454
2765,66,1700,7300,0.2199,7.05882,9.62567,0.0
2766,170,9100,2100,0.6339,9.31802,6.00418,28.8682
2767,3100,2300,7500,0.0164,0.294686,1.2819,23.5294
2768,398,1300,1600,0.2701,8.67094,1.49701,15.4217
2769,23,1200,2200,0.2729,8.76041,1.6835,52.0107
2770,418,2300,7500,0.1809,3.25575,0.7754,27.2494
2771,29,1400,1800,0.4603,14.7755,1.4985,39.1304
2772,41,99,86,0.7535,24.1863,0.770218,55.4348
2773,79,315,840,0.2681,8.6067,-0.2226,53.125
2774,89,1000,1000,0.2705,8.68333,-1.77096,41.8919
2775,32,33,44,0.236,7.57576,6.61765,75.0
2776,56,436,2000,0.1798,5.77217,0.676247,67.3913
2777,2,99,399,0.4091,13.1313,2.68336,43.75
2778,230,1100,1800,0.0731,2.34546,2.53483,18.5714
2779,169,1400,242,0.2131,6.84127,10.0,31.3351
2780,298,949,964,0.2174,6.97811,0.286785,17.3745
2781,14,2400,158,0.7076,12.7372,1.0401,80.9715
2782,41,4100,783,0.6606,11.8902,1.4495,87.5
2783,10,256,863,0.1472,4.72656,-0.613776,78.5714
2784,185,1200,2000,0.3391,10.8843,0.8745,22.8037
2785,38,233,355,0.6409,20.5722,1.25104,0.0
2786,10,804,250,0.4327,13.8889,0.548747,40.9677
2787,131,980,1218,0.1754,5.6308,0.127,28.866
2788,25,955,842,0.0999,3.2058,0.151756,39.7661
2789,16,241,1700,0.2569,8.24689,-0.654545,80.3797
2790,839,3600,7500,0.3031,5.45525,0.8104,53.4606
2791,72,1200,1800,0.3818,12.2546,1.1591,50.5131
2792,278,1500,4700,0.0965,3.0963,1.3436,28.626
2793,195,1400,6100,0.2025,6.5,-1.20482,51.6807
2794,95,1100,1300,0.3763,12.0808,1.1257,47.9627
2795,136,710,847,0.3591,11.5258,3.90938,27.5676
2796,9,530,1200,0.7498,24.0671,0.0688705,29.1176
2797,988,1000,2900,0.2445,7.85,0.7751,25.4743
2798,673,1000,1200,0.104,3.33889,-1.61377,42.8571
2799,458,16900,502,0.5396,5.82775,0.534874,15.1763
2800,60,727,3300,0.2285,7.33608,0.301495,0.0
2801,22,1100,845,0.0939,3.01299,1.394,48.1481
2802,1700,1700,1800,0.2226,7.14533,10.0,34.7518
2803,5600,2400,3400,0.1296,2.33333,0.753958,0.0
2804,32,1200,643,0.1927,6.18518,1.65289,31.0212
2805,734,711,1000,0.2877,9.23582,0.230309,39.779
2806,305,1700,3559,0.1067,3.42647,0.8501,6.0071
2807,129,38600,930,0.2159,2.00801,-0.409308,0.0
2808,778,1300,2500,0.2993,9.60683,1.0433,25.8013
2809,154,4900,2400,0.6141,11.0536,1.55945,49.2625
2810,5956,2900,6445,0.0349,0.628352,0.7385,20.6186
2811,319,950,4039,0.1206,3.87135,0.1544,44.9074
2812,2300,29800,1500,0.1315,1.22278,0.181598,13.3652
2813,1000,414,291,0.0711,2.28127,0.351865,25.8621
2814,437,1500,1800,0.0797,2.55926,1.36488,27.4262
2815,2700,737,1900,0.2375,7.62231,0.18207,27.6978
2816,31,454,1900,0.305,9.78953,6.30419,87.4055
2817,73,1600,4400,0.1236,3.96875,1.25,18.8119
2818,12,1200,915,0.6282,20.1667,1.1195,67.5325
2819,957,2200,1200,0.1877,3.37879,0.6117,28.0742
2820,262,787,557,0.2285,7.33612,-0.121406,30.7453
2821,438,974,1800,0.2703,8.67558,1.54495,22.8346
2822,1,34,49,1.0,38.2353,3.78151,38.4615
2823,47,155,390,0.8642,27.7419,2.6298,55.0
2824,74,628,2000,0.528,16.9498,0.292432,81.4867
2825,43,487,687,0.3252,10.4381,-0.147228,32.906
2826,5,769,4644,0.156,5.0065,1.5567,52.381
2827,182,366,614,0.1802,5.78324,-0.698877,0.0
2828,9,109,195,0.5494,17.6351,-0.165289,30.0
2829,71,3300,2000,0.0578,1.0404,-0.52521,60.7955
2830,7,64,219,1.0,35.3125,-0.2731,48.3333
2831,170,604,3500,0.2799,8.98639,1.51458,22.5664
2832,5,460,2200,0.4046,12.9892,0.563895,27.7228
2833,45,79,142,0.4513,14.4866,-1.65187,50.0
2834,70,189,861,0.2289,7.34862,1.43713,35.4167
2835,175,112,166,0.6027,19.3452,-0.317058,46.5347
2836,403,709,1500,0.3732,11.9804,0.568461,37.3938
2837,42,561,553,0.6799,21.8261,0.0324675,47.0019
2838,91,2400,260,1.0,21.2755,4.64396,36.3776
2839,984,2500,7500,0.0549,0.988889,8.16049,69.4737
2840,17,1100,584,0.5685,18.25,1.84049,24.3056
2841,137,1400,908,0.3024,9.70636,1.37363,21.8147
2842,96,383,961,0.1085,3.48129,-5.0,73.2394
2843,45,251,369,0.2751,8.83134,4.43733,30.8642
2844,23,617,1800,0.1203,3.86278,0.241772,70.2929
2845,118,2000,1123,0.0345,1.10833,0.9398,73.3333
2846,27,86,391,0.0302,0.968992,-0.958344,37.5
2847,58,778,208,0.1063,3.41331,10.0,69.9422
2848,1,306,114,0.6414,20.5882,-0.294095,53.4483
2849,4,99,53,0.5428,17.4242,2.03059,16.6667
2850,86,1400,7300,0.0953,3.05952,-1.23457,71.4286
2851,9,73,110,1.0,37.1575,5.95041,71.6667
2852,14,370,3300,0.3807,12.2201,-1.37231,87.6106
2853,25,1600,6200,0.0575,1.84722,4.30005,42.0732
2854,52,518,6000,0.2774,8.90302,0.335729,84.456
2855,195,426,915,0.0731,2.34742,-0.523515,74.1935
2856,11,326,2200,0.6151,19.7434,-1.31868,87.6513
2857,339,858,6500,0.0083,0.265475,-0.972324,75.0
2858,252,2500,7500,0.4025,7.24444,0.9375,29.7254
2859,1000,1600,7200,0.1835,5.88889,-1.07604,57.4713
2860,645,1300,1200,0.2986,9.58546,1.51515,0.0
2861,5,21,27,0.445,14.2857,2.95858,100.0
2862,2600,806,827,0.0648,2.08161,0.400748,10.2362
2863,6,110,284,0.8213,26.3636,3.72841,34.4828
2864,84,540,592,0.5407,17.356,0.590996,9.6463
2865,62,652,7200,0.408,13.0965,-0.667367,89.7929
2866,99,179,300,0.2659,8.53507,0.522466,51.2195
2867,52,217,50,0.0678,2.17614,10.0,44.1176
2868,6,156,1000,0.8654,27.7778,1.10647,90.2098
2869,47,1100,3700,0.2034,6.52841,1.84049,19.398
2870,31,434,1600,0.2484,7.97491,-0.487877,17.3077
2871,65,56,258,0.3338,10.7143,-0.971607,53.5714
2872,140,1800,732,0.067,2.15152,10.0,54.646
2873,210,1700,7400,0.0507,1.62745,2.35294,39.5062
2874,7,518,1400,0.201,6.45339,1.26194,88.0952
2875,1500,1700,4600,0.081,2.59862,1.09012,20.8122
2876,458,3200,345,0.8666,15.599,9.2437,45.0512
2877,177,431,263,0.4377,14.05,1.47186,13.9037
2878,66,1300,1600,0.4878,15.6581,1.4881,48.284
2879,665,1800,1800,0.0678,2.17593,1.02599,20.603
2880,2100,526,1500,0.383,12.294,-0.136395,75.6989
2881,7,230,278,0.1935,6.21118,1.44239,46.0
2882,56,1200,4400,0.0356,1.14352,1.5949,42.8571
2883,119,806,960,0.1445,4.63882,8.26608,62.212
2884,36,138,81,0.5117,16.4251,0.836587,57.037
2885,927,521,320,0.1601,5.13969,1.20041,13.2231
2886,27,329,656,0.1483,4.76191,0.863326,22.3881
2887,14,777,668,1.0,36.5186,0.0474965,76.0836
2888,2000,6000,338,0.1253,1.84167,3.11419,20.1195
2889,12,1500,4200,0.4444,14.2667,1.1676,35.5517
2890,23,36,47,0.251,8.05556,1.2986,58.8235
2891,65,480,1700,0.3746,12.0255,0.699899,38.7454
2892,1,637,521,0.7434,23.8619,5.32544,56.051
2893,18,3400,2600,0.1245,2.2402,-1.85759,18.1818
2894,130,1100,902,0.5694,18.2778,1.235,31.7757
2895,16,349,694,0.5417,17.389,1.35084,36.715
2896,3,373,1339,0.8575,27.5246,0.1439,47.7987
2897,4,150,406,0.9346,30.0,1.86038,0.0
2898,138,743,2900,0.8251,26.4842,-0.0488103,84.472
2899,3200,679,641,0.0494,1.5873,0.472222,15.3846
2900,54,230,191,0.4425,14.2029,0.396825,91.9753
2901,1900,1500,5600,0.0046,0.148148,0.771,16.6667
2902,15,625,2300,0.1552,4.98133,-0.258102,62.963
2903,2000,2300,7500,0.0137,0.246377,-0.748503,82.1429
2904,107,3600,7000,0.1626,2.92747,-0.49743,92.4802
2905,123,2800,6900,0.0185,0.333333,1.4227,56.044
2906,67,1100,3100,0.1568,5.03409,1.80723,21.0526
2907,164,1500,7200,0.0485,1.55833,0.6242,84.0426
2908,134,685,781,0.5505,17.6723,0.298545,0.0
2909,69,471,1900,0.1143,3.66832,-0.0387557,40.625
2910,60,159,336,0.0533,1.71209,-0.112275,72.4138
2911,118,1200,1900,0.214,6.87037,0.6258,20.0647
2912,220,906,1500,0.1656,5.31641,1.82947,15.6118
2913,173,3100,7500,0.0662,1.19086,1.2931,32.9897
2914,220,750,3000,0.0711,2.28148,-0.0766166,29.703
2915,28,173,57,0.3644,11.6967,0.528318,68.7943
2916,16,197,220,0.2846,9.13706,1.58798,22.3881
2917,5,336,1085,1.0,50.0,-0.1571,85.274
2918,1,88,1500,1.0,50.0,-0.401606,98.3696
